x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.2928810235639485,1.2911361982345166,0.616580256429863,0.2692990979813814,-0.45807120396657197,0.8753646783999365,-0.3744767324238447,2.3506380046924784,2.7819765630061752,-0.699350887045334,1.7503502284959875,0.17336951851742688,0.4082673665635941,2.553579829755966,-2.573783650812678,-2.4772242017907558,-2.878689615358046,1.9957190732876278,1.6689405056991031,2.2200728894809147,-1.0
2.8717100533965843,1.794951385300342,-0.23112382648240892,1.6831750577187332,-2.2903534447864007,0.8395261279651427,-2.1398802755457216,2.6680135022975033,0.13108993050042983,-0.5120283600568585,-1.4126663273722382,1.6454021366053002,-0.2630980067007087,0.41060369321189105,-2.887261197381869,0.7058129824552624,0.6725743363345282,0.7016039812485415,2.6624884710877446,1.0909217946209004,1.0
-0.8429525965572839,-0.37780827720395127,1.185787175563589,-2.638647170224381,1.0006002926740063,1.0238272177089565,-1.7377046335569546,-2.22644221407088,-1.1074298944548968,-0.8177353743442644,0.42118062250727784,-0.36839091922607814,2.930243028355357,-2.3877311355118316,-1.7467394634309918,-2.0321428926900227,0.9186499527923906,-1.4802503847613073,-0.20213536286216227,-1.5334464479903835,1.0
-2.046182498126882,-2.337749153014169,0.9379775367916405,-2.170902291908317,-1.820505829919679,-0.7876489760342151,1.9259593790876108,-2.417392345241632,2.0276694449928234,-2.4234095526362216,2.858756790080374,-0.18809279011379054,2.860566529142023,0.6290731184702758,1.4355814763898103,-2.764873246474076,-1.3031582245415425,-2.2788206327209863,-1.2231588148671304,-2.2876336862745354,1.0
-1.0921009236361439,-0.5144220329119804,-2.615115021907294,1.1548327162201186,0.3996087252394509,-1.4076630543633275,0.13948832080019802,-2.43635693544935,0.45567897333707563,2.5757771854572846,-1.088586285292058,1.0044622797820901,-2.2092128255736467,1.2979632247113937,-1.2635634423167934,-1.900851827957299,0.5190776088604991,-2.8793547228750387,1.9736401753041788,-2.9718271428447176,1.0
1.0668992207773806,-1.379952160847011,1.4111641327355695,2.7731312707046296,-1.5074811388802518,0.4569440065070216,0.5522515876310341,0.43351143474524,-1.6615102041562901,2.71649406910191,-0.31724772829423564,2.0784520348267668,1.1968756519050263,-1.215378294869198,1.8827869182148635,-0.6209655549180919,2.2866191826669695,0.48763723581515217,2.290412171129117,1.155189540466595,-1.0
1.3515256789178434,0.007946291560213758,2.7365018083393435,0.8639411953778247,-0.45686970865092214,0.6383592847675459,-2.8848408101439986,-1.190551099952704,0.9610412249561104,-1.2595343567373356,0.7080925739930493,-0.4273877943254032,-2.187155614665299,-1.2103060442638154,0.41978946420758945,0.5452365674890394,0.44595149309747306,0.9192049191428016,0.9126196200101333,-0.4114893873961565,1.0
2.379279575106378,-0.794628779712621,-0.3848104484062391,2.3515401300940324,1.8371639342765143,1.223331501242198,-2.3986386761261933,2.516895682468041,1.285447797294669,2.9930820394071986,-2.1033101720520375,2.2087563442092852,-2.025042391941751,0.6933573857030648,-2.257080102903351,2.088049375933407,1.8439137523500637,0.4146044316875601,-0.556900216644002,-2.5849980272691715,1.0
1.1845726388673814,-0.2787439039315869,1.332333596822087,2.198293955571775,2.853129030017315,2.134820054355666,-2.9297154948899884,-0.8401316131298167,1.3799433745443483,-1.970221936431357,0.12621963722477592,-2.6739720699644782,-1.8000208506215996,-2.888869233236316,1.7621862201445238,-1.6564518716377192,-0.927889915818584,2.568487760793545,1.226486411541197,-2.808966422812153,1.0
-2.0118350610125235,0.7288704089985814,0.4633715316250058,-1.5726430717529483,2.605283987548763,0.6837957357953757,0.21379681814975005,0.5394598581274259,1.3807321771006178,-1.1283300271223888,-0.6106736267034485,-1.7409375061492671,-1.882841964717983,2.6662343399036015,1.4373047702957251,-0.057247148294597316,-1.6355122321600606,-1.4738611093776424,-2.6518250380567463,-0.39350024665127536,1.0
-1.1292247080353846,1.1780609328927572,-0.7334889642451143,-1.9223779346421912,-2.8519276296520126,-2.5965022112205087,1.0763566409914036,-0.27781893266372837,0.2194752666523332,2.3800277582420524,2.9420336843802257,-1.6986180936091564,0.9784692186006048,-1.4200657395770961,-2.876094003205628,1.5502719230168491,-1.079897095065193,-0.6992166349686122,0.5299026813216345,1.9862907314171423,-1.0
0.7738910615468924,2.235903932684372,-1.3587477911061854,1.7882810034753822,-1.8861843341642868,2.716749941831667,1.1249296583268915,-1.7069539373186493,2.6842235429335455,1.385134840620947,-1.476350144429845,-1.7201281357951081,0.10920428358397949,-2.8460236916728103,-1.7551795473533436,-0.45188718749096246,-0.7549801179946467,-0.21854745381113583,-1.3342277622316085,0.5207060787490128,-1.0
